,Unnamed: 0,match,exphappy,samerace,hobby_diff_phys,hobby_diff_out,hobby_diff_in,same_goal,attr_diff,sinc_diff,intel_diff,fun_diff,amb_diff,income_diff,age_diff,same_career,confidence,imprace,date_freq,out_freq
28,28,0,0.3333333333333333,1,0.625,0.3333333333333333,0.4727272727272727,0,1.0,0.3194444444444444,0.9539473684210527,0.0,0.30691027669879634,0.28116363822942964,0.2727272727272727,0,0.027500000000000004,0.42105263157894735,0.3333333333333333,0.0
29,29,0,0.3333333333333333,1,0.7083333333333334,0.4666666666666667,0.6181818181818182,0,1.0,0.2916666666666667,0.7697368421052632,0.1448079231692676,0.30691027669879634,0.5288336965367639,0.09090909090909091,0,0.026250000000000002,0.42105263157894735,0.3333333333333333,0.0
30,30,0,0.0,1,0.8333333333333334,0.43333333333333335,0.509090909090909,1,0.6356877323420075,0.5972222222222222,0.5328947368421053,0.625,0.498729199635544,0.34060832892690845,0.36363636363636365,0,0.00625,0.3684210526315789,0.6666666666666666,0.0
31,31,0,0.0,1,0.75,0.36666666666666664,0.4,1,1.0,0.4861111111111111,0.3223684210526316,1.0,0.34527406128614585,0.11225337679422258,0.09090909090909091,1,0.027500000000000004,0.05263157894736842,0.6666666666666666,0.0
32,32,0,0.0,0,0.8333333333333334,0.3333333333333333,0.43636363636363634,0,0.44173266526588006,0.5972222222222222,0.506578947368421,0.5349639855942376,0.498729199635544,0.2022442123806524,0.09090909090909091,1,0.0075,0.15789473684210525,0.6666666666666666,0.0
33,33,1,0.0,1,0.875,0.6,0.43636363636363634,0,0.5387101988039438,0.3472222222222222,0.375,1.0,0.15345513834939817,0.4061132197022065,0.0,1,0.021249999999999998,0.05263157894736842,0.6666666666666666,0.0
34,34,0,0.0,0,0.7916666666666666,0.2,0.43636363636363634,1,0.5710360433166316,0.375,0.506578947368421,0.3248799519807923,0.11509135376204863,0.0,0.09090909090909091,1,0.013750000000000002,0.15789473684210525,0.6666666666666666,0.0
35,35,0,0.0,1,0.625,0.3,0.18181818181818182,1,0.9104574106998545,0.5694444444444444,0.7960526315789473,0.2948679471788715,0.4603654150481945,0.47427479273175066,0.18181818181818182,0,0.015,0.47368421052631576,0.6666666666666666,0.0
36,36,0,0.0,1,0.7916666666666666,0.16666666666666666,0.43636363636363634,0,0.6518506545983513,0.5138888888888888,0.6644736842105263,0.354891956782713,0.34527406128614585,0.0,0.6363636363636364,0,0.005,0.05263157894736842,0.6666666666666666,0.0
37,37,0,0.0,1,0.625,0.6666666666666666,0.4,1,0.6410214966866009,0.37805555555555553,0.29894736842105263,0.38820528211284505,0.15767515465400658,0.27584457268605683,0.36363636363636365,0,0.005,0.42105263157894735,0.6666666666666666,0.0
38,38,1,0.0,1,0.6666666666666666,0.6,0.6545454545454545,0,0.8458057216744788,0.5694444444444444,0.6118421052631579,0.23484393757502994,0.30691027669879634,0.5158125328700293,0.45454545454545453,0,0.027500000000000004,0.05263157894736842,0.6666666666666666,0.0
39,39,0,0.0,1,0.75,0.4666666666666667,0.7272727272727273,1,1.0,0.5416666666666666,0.3223684210526316,0.4749399759903961,0.30691027669879634,0.6882118276520146,0.09090909090909091,0,0.026250000000000002,0.05263157894736842,0.6666666666666666,0.0
40,40,0,0.6666666666666666,1,0.375,0.4666666666666667,0.5454545454545454,0,0.6518506545983513,0.5416666666666666,0.5855263157894737,0.8650960384153662,0.498729199635544,0.7059876544089666,0.5454545454545454,0,0.01625,0.7368421052631579,0.5,0.0
41,41,0,0.6666666666666666,1,0.375,0.4,0.36363636363636365,0,1.0,0.1527777777777778,0.5328947368421053,1.0,0.34527406128614585,1.0,0.09090909090909091,1,0.0375,0.42105263157894735,0.5,0.0
42,42,0,0.6666666666666666,0,0.375,0.43333333333333335,0.2545454545454545,1,0.45789558752222403,0.4305555555555556,0.5592105263157895,0.7750600240096038,0.498729199635544,0.8015712052130264,0.09090909090909091,1,0.017499999999999998,0.5263157894736842,0.5,0.0
43,43,1,0.6666666666666666,1,0.4166666666666667,0.43333333333333335,0.32727272727272727,1,0.5548731210602877,0.125,0.4276315789473684,1.0,0.15345513834939817,0.7177887966113049,0.18181818181818182,1,0.03125,0.42105263157894735,0.5,0.0
44,44,0,0.6666666666666666,0,0.25,0.5,0.4,0,0.5871989655729756,0.20833333333333334,0.5592105263157895,0.5649759903961584,0.11509135376204863,1.0,0.2727272727272727,1,0.02375,0.5263157894736842,0.5,0.0
45,45,0,0.6666666666666666,1,0.16666666666666666,0.3333333333333333,0.36363636363636365,0,0.9266203329561985,0.06944444444444445,0.8486842105263158,0.5349639855942376,0.4603654150481945,0.9502598959276083,0.36363636363636365,0,0.025,0.8421052631578947,0.5,0.0
46,46,0,0.6666666666666666,1,0.25,0.4666666666666667,0.5454545454545454,0,0.6680135768546953,0.3472222222222222,0.7171052631578947,0.5949879951980792,0.34527406128614585,1.0,0.8181818181818182,0,0.015,0.42105263157894735,0.5,0.0
47,47,0,0.6666666666666666,1,0.3333333333333333,0.6333333333333333,0.2909090909090909,0,0.6571844189429449,0.26694444444444443,0.35157894736842105,0.6283013205282113,0.15767515465400658,0.8480574436274545,0.5454545454545454,0,0.015,0.7894736842105263,0.5,0.0
48,48,1,0.6666666666666666,1,0.5416666666666666,0.43333333333333335,0.6181818181818182,0,0.8619686439308227,0.06944444444444445,0.6644736842105263,0.4749399759903961,0.30691027669879634,0.7059876544089666,0.6363636363636364,0,0.0375,0.42105263157894735,0.5,0.0
49,49,0,0.6666666666666666,1,0.625,0.5,0.6181818181818182,0,1.0,0.09722222222222222,0.5328947368421053,0.5349639855942376,0.30691027669879634,0.6882118276520146,0.2727272727272727,0,0.03625,0.42105263157894735,0.5,0.0
50,50,0,0.3333333333333333,0,0.5416666666666666,0.3,0.2909090909090909,1,0.5063843542912558,0.7638888888888888,0.48026315789473684,0.8050720288115246,0.1918189229367477,0.6430710334693506,0.36363636363636365,0,0.0075,0.3684210526315789,0.3333333333333333,0.0
51,51,0,0.3333333333333333,0,0.4583333333333333,0.23333333333333334,0.4727272727272727,1,0.8942944884435106,0.5972222222222222,0.375,1.0,0.34527406128614585,0.7550450595544357,0.09090909090909091,1,0.028749999999999998,0.05263157894736842,0.3333333333333333,0.0
52,52,0,0.3333333333333333,1,0.625,0.6666666666666666,0.6545454545454545,0,0.31242928721512847,0.7638888888888888,0.45394736842105265,0.7150360144057624,0.42200163046084493,0.29781636111495136,0.09090909090909091,1,0.008749999999999999,0.15789473684210525,0.3333333333333333,0.0
53,53,1,0.3333333333333333,0,0.08333333333333333,0.5333333333333333,0.8,0,0.4094068207531922,0.4583333333333333,0.3223684210526316,1.0,0.15345513834939817,0.0,0.0,1,0.0225,0.05263157894736842,0.3333333333333333,0.0
54,54,0,0.3333333333333333,0,0.16666666666666666,0.4,0.5818181818181818,1,0.44173266526588006,0.5416666666666666,0.45394736842105265,0.504951980792317,0.34527406128614585,0.5399735186929807,0.09090909090909091,1,0.015,0.15789473684210525,0.3333333333333333,0.0
55,55,0,0.3333333333333333,0,0.4166666666666667,0.3,0.4727272727272727,1,0.781154032649103,0.6805555555555556,0.743421052631579,0.4749399759903961,0.23018270752409725,0.4962237770211238,0.18181818181818182,0,0.01625,0.47368421052631576,0.3333333333333333,0.0
56,56,0,0.3333333333333333,0,0.3333333333333333,0.16666666666666666,0.509090909090909,0,0.5225472765475998,0.6805555555555556,0.6118421052631579,0.5349639855942376,0.03836378458734954,0.48963338069943146,0.6363636363636364,0,0.00625,0.05263157894736842,0.3333333333333333,0.0
57,57,0,0.3333333333333333,0,0.5833333333333334,0.5333333333333333,0.6909090909090909,1,0.5117181186358494,0.5447222222222222,0.24631578947368418,0.5682773109243697,0.38785786217810386,0.1058967229026249,0.36363636363636365,0,0.00625,0.42105263157894735,0.3333333333333333,0.0
58,58,1,0.3333333333333333,0,0.5416666666666666,0.6,0.43636363636363634,0,0.7165023436237272,0.6805555555555556,0.5592105263157895,0.4149159663865546,0.3836378458734954,0.5389815386237987,0.45454545454545453,0,0.028749999999999998,0.05263157894736842,0.3333333333333333,0.0
59,59,0,0.3333333333333333,0,0.625,0.4666666666666667,0.509090909090909,1,1.0,0.6527777777777778,0.375,0.5949879951980792,0.3836378458734954,0.7745825060894179,0.09090909090909091,0,0.027499999999999997,0.05263157894736842,0.3333333333333333,0.0
60,60,0,0.6666666666666666,0,0.7083333333333334,0.8,0.6545454545454545,1,0.5710360433166316,0.5138888888888888,0.6644736842105263,0.745048019207683,0.6521843379849422,0.3974248425445429,0.45454545454545453,0,0.0075,0.42105263157894735,0.6666666666666666,0.0
61,61,0,0.6666666666666666,0,0.625,0.7333333333333333,0.4,1,0.9589461774688864,0.2916666666666667,0.45394736842105265,1.0,0.498729199635544,0.5930216482546995,0.0,1,0.028749999999999998,0.10526315789473684,0.6666666666666666,0.0
62,62,0,0.6666666666666666,1,0.625,0.3,0.509090909090909,0,0.3770809762405043,0.5138888888888888,0.6381578947368421,0.6550120048019208,0.7289119071596413,0.36821273981759545,0.0,1,0.008749999999999999,0.21052631578947367,0.6666666666666666,0.0
63,63,1,0.6666666666666666,0,1.0,0.7,0.6545454545454545,0,0.47405850977856795,0.1527777777777778,0.506578947368421,1.0,0.30691027669879634,0.0,0.09090909090909091,1,0.0225,0.10526315789473684,0.6666666666666666,0.0
64,64,0,0.6666666666666666,0,0.9166666666666666,0.7,0.6545454545454545,1,0.5063843542912558,0.2916666666666667,0.6381578947368421,0.4449279711884754,0.34527406128614585,0.3779501073932446,0.18181818181818182,1,0.015,0.21052631578947367,0.6666666666666666,0.0
65,65,0,0.6666666666666666,0,0.6666666666666666,0.6,0.4,1,0.8458057216744788,0.375,0.9276315789473685,0.4149159663865546,0.6138205533975927,0.63267234584758,0.2727272727272727,0,0.01625,0.5263157894736842,0.6666666666666666,0.0
66,66,0,0.6666666666666666,0,0.75,0.6666666666666666,0.6545454545454545,0,0.5871989655729756,0.4305555555555556,0.7960526315789473,0.4749399759903961,0.498729199635544,0.3276099693996953,0.7272727272727273,0,0.00625,0.10526315789473684,0.6666666666666666,0.0
67,67,0,0.6666666666666666,0,0.5,1.0,0.5454545454545454,1,0.5763698076612251,0.2947222222222222,0.43052631578947365,0.5082533013205282,0.38785786217810386,0.0,0.45454545454545453,0,0.00625,0.47368421052631576,0.6666666666666666,0.0
68,68,1,0.6666666666666666,0,0.625,0.7,0.8727272727272727,0,0.781154032649103,0.375,0.743421052631579,0.354891956782713,0.4603654150481945,0.3974248425445429,0.5454545454545454,0,0.028749999999999998,0.10526315789473684,0.6666666666666666,0.0
69,69,0,0.6666666666666666,0,0.5416666666666666,0.43333333333333335,0.8,1,1.0,0.3472222222222222,0.45394736842105265,0.354891956782713,0.4603654150481945,0.7745825060894179,0.18181818181818182,0,0.027499999999999997,0.10526315789473684,0.6666666666666666,0.0
70,70,0,0.5555555555555556,1,0.5833333333333334,0.6333333333333333,0.7636363636363637,1,0.45935025052529505,0.6577777777777778,0.6978947368421052,0.600390156062425,0.8125449575600633,0.2590607259982869,0.18181818181818182,0,0.01625,0.3684210526315789,0.6666666666666666,0.0
71,71,1,0.5555555555555556,1,0.6666666666666666,0.5666666666666667,0.5818181818181818,1,0.8472603846775497,0.3244444444444444,0.54,1.0,0.6590898192106651,0.30897898741068974,0.2727272727272727,0,0.0375,0.05263157894736842,0.6666666666666666,0.0
72,72,1,0.5555555555555556,0,0.5,0.3333333333333333,0.6909090909090909,0,0.2653951834491676,0.6577777777777778,0.671578947368421,0.5103541416566626,0.8125449575600633,0.36821273981759545,0.2727272727272727,0,0.017499999999999998,0.15789473684210525,0.6666666666666666,0.0
73,73,1,0.5555555555555556,1,1.0,0.5333333333333333,0.7636363636363637,0,0.36237271698723134,0.2411111111111111,0.54,1.0,0.46727089627391744,0.14039938599854337,0.18181818181818182,0,0.03125,0.05263157894736842,0.6666666666666666,0.0
74,74,1,0.5555555555555556,0,0.9583333333333334,0.4,0.6909090909090909,1,0.3946985614999192,0.43555555555555553,0.671578947368421,0.3002701080432172,0.42890711168656787,0.2590607259982869,0.09090909090909091,0,0.02375,0.15789473684210525,0.6666666666666666,0.0
75,75,1,0.5555555555555556,1,0.7083333333333334,0.43333333333333335,0.43636363636363634,1,0.7341199288831421,0.4077777777777778,0.9610526315789475,0.27025810324129645,0.7741811729727137,0.4077437156779885,0.0,0,0.025,0.47368421052631576,0.6666666666666666,0.0
76,76,0,0.5555555555555556,1,0.7916666666666666,0.5,0.5454545454545454,0,0.47551317278163896,0.5744444444444444,0.8294736842105264,0.330282112845138,0.6590898192106651,0.248992698399577,0.45454545454545453,0,0.015,0.05263157894736842,0.6666666666666666,0.0
77,77,1,0.5555555555555556,1,0.5416666666666666,0.8666666666666667,0.43636363636363634,1,0.4646840148698885,0.43861111111111106,0.4639473684210526,0.36359543817527,0.4714909125785258,0.2590607259982869,0.18181818181818182,0,0.015,0.42105263157894735,0.6666666666666666,0.0
78,78,1,0.5555555555555556,1,1.0,0.4666666666666667,0.9090909090909091,0,0.6988847583643122,0.4077777777777778,0.776842105263158,0.21023409363745488,0.6207260346233155,0.18256423997366122,0.2727272727272727,0,0.0375,0.05263157894736842,0.6666666666666666,0.0
79,79,1,0.5555555555555556,1,0.9166666666666666,0.06666666666666667,0.7636363636363637,1,1.0,0.38,0.54,0.39030612244897955,0.6207260346233155,0.6785029652507671,0.09090909090909091,0,0.03625,0.05263157894736842,0.6666666666666666,0.0
80,80,0,0.5555555555555556,0,0.4166666666666667,0.6333333333333333,0.5454545454545454,1,0.6356877323420075,0.375,0.5328947368421053,0.895108043217287,0.4603654150481945,0.12040015563825222,0.09090909090909091,0,0.0225,0.3684210526315789,0.5,0.0
81,81,1,0.5555555555555556,0,0.6666666666666666,0.5666666666666667,0.2909090909090909,1,1.0,0.1527777777777778,0.3223684210526316,1.0,0.30691027669879634,0.7284383297678111,0.36363636363636365,0,0.04375,0.05263157894736842,0.5,0.0
82,82,1,0.5555555555555556,0,0.3333333333333333,0.13333333333333333,0.4,0,0.44173266526588006,0.375,0.506578947368421,0.8050720288115246,0.5370929842228935,0.23962019705627066,0.36363636363636365,0,0.02375,0.15789473684210525,0.5,0.0
83,83,1,0.5555555555555556,0,0.9583333333333334,0.4666666666666667,0.5454545454545454,0,0.5387101988039438,0.013888888888888888,0.375,1.0,0.11509135376204863,0.0702652549003958,0.2727272727272727,0,0.0375,0.05263157894736842,0.5,0.0
84,84,1,0.5555555555555556,0,0.7916666666666666,0.4,0.5454545454545454,1,0.5710360433166316,0.1527777777777778,0.506578947368421,0.5949879951980792,0.15345513834939817,0.2072155147963234,0.18181818181818182,0,0.03,0.15789473684210525,0.5,0.0
85,85,1,0.5555555555555556,0,0.5416666666666666,0.43333333333333335,0.2909090909090909,1,0.9104574106998545,0.2361111111111111,0.7960526315789473,0.5649759903961584,0.42200163046084493,0.4175380936024412,0.09090909090909091,0,0.03125,0.47368421052631576,0.5,0.0
86,86,1,0.5555555555555556,0,0.625,0.5,0.4727272727272727,0,0.6518506545983513,0.2916666666666667,0.6644736842105263,0.625,0.30691027669879634,0.2072155147963234,0.36363636363636365,0,0.021249999999999998,0.05263157894736842,0.5,0.0
87,87,0,0.5555555555555556,0,0.375,0.9333333333333333,0.43636363636363634,1,0.6410214966866009,0.15583333333333332,0.29894736842105263,0.6583133253301321,0.19603893924135612,0.1304681832369621,0.09090909090909091,0,0.021249999999999998,0.42105263157894735,0.5,0.0
88,88,1,0.5555555555555556,0,1.0,0.5333333333333333,0.7636363636363637,0,0.8458057216744788,0.2361111111111111,0.6118421052631579,0.504951980792317,0.26854649211144677,0.2072155147963234,0.18181818181818182,0,0.04375,0.05263157894736842,0.5,0.0
89,89,0,0.5555555555555556,0,1.0,0.4,0.8363636363636363,1,1.0,0.20833333333333334,0.3223684210526316,0.8050720288115246,0.26854649211144677,0.8269351093957331,0.18181818181818182,0,0.042499999999999996,0.05263157894736842,0.5,0.0
90,90,0,0.6666666666666666,1,0.6666666666666666,0.23333333333333334,0.32727272727272727,0,0.5710360433166316,0.4583333333333333,0.4276315789473684,1.0,0.5370929842228935,0.16977681873702125,0.09090909090909091,0,0.01625,0.5263157894736842,0.8333333333333334,0.0
91,91,0,0.6666666666666666,1,0.25,0.16666666666666666,0.21818181818181817,0,0.9589461774688864,0.3472222222222222,0.16447368421052633,1.0,0.3836378458734954,0.42290276742485683,0.36363636363636365,0,0.0375,0.21052631578947367,0.8333333333333334,0.0
92,92,1,0.6666666666666666,0,0.75,0.26666666666666666,0.4,1,0.3770809762405043,0.4583333333333333,0.40131578947368424,1.0,0.4603654150481945,0.0702652549003958,0.36363636363636365,0,0.017499999999999998,0.3157894736842105,0.8333333333333334,0.0
93,93,0,0.6666666666666666,1,0.4583333333333333,0.3333333333333333,0.5454545454545454,1,0.47405850977856795,0.20833333333333334,0.26973684210526316,1.0,0.1918189229367477,0.09546382907157222,0.2727272727272727,0,0.03125,0.21052631578947367,0.8333333333333334,0.0
94,94,0,0.6666666666666666,0,0.2916666666666667,0.4,0.4,0,0.5063843542912558,0.2361111111111111,0.40131578947368424,0.895108043217287,0.07672756917469908,0.20783122656340194,0.18181818181818182,0,0.02375,0.3157894736842105,0.8333333333333334,0.0
95,95,0,0.6666666666666666,1,0.5416666666666666,0.1,0.43636363636363634,0,0.8458057216744788,0.4305555555555556,0.6907894736842105,0.8650960384153662,0.498729199635544,0.44988576551358483,0.09090909090909091,0,0.025,0.631578947368421,0.8333333333333334,0.0
96,96,0,0.6666666666666666,1,0.375,0.23333333333333334,0.5454545454545454,0,0.5871989655729756,0.375,0.5592105263157895,0.9251200480192078,0.3836378458734954,0.15749108856985264,0.36363636363636365,0,0.015,0.21052631578947367,0.8333333333333334,0.0
97,97,0,0.6666666666666666,1,0.7083333333333334,0.6666666666666666,0.5818181818181818,0,0.5763698076612251,0.23916666666666664,0.19368421052631576,0.9584333733493398,0.11931137006665705,0.0,0.09090909090909091,0,0.015,0.5789473684210527,0.8333333333333334,0.0
98,98,1,0.6666666666666666,1,0.25,0.26666666666666666,0.4,0,0.781154032649103,0.4305555555555556,0.506578947368421,0.8050720288115246,0.34527406128614585,0.42047412656582484,0.18181818181818182,0,0.0375,0.21052631578947367,0.8333333333333334,0.0
99,99,0,0.6666666666666666,1,0.3333333333333333,0.4,0.5454545454545454,0,1.0,0.4027777777777778,0.16447368421052633,1.0,0.34527406128614585,0.7929113332297646,0.18181818181818182,0,0.03625,0.21052631578947367,0.8333333333333334,0.0
100,100,0,0.6666666666666666,0,0.2916666666666667,0.6,0.8,0,0.5710360433166316,0.5972222222222222,0.506578947368421,0.504951980792317,0.6521843379849422,0.3349871085348768,0.5454545454545454,0,0.00625,0.42105263157894735,0.6666666666666666,0.5
101,101,0,0.6666666666666666,1,0.5,0.43333333333333335,0.21818181818181817,1,1.0,0.4861111111111111,0.6381578947368421,0.5949879951980792,0.30691027669879634,0.6753559939968103,0.2727272727272727,0,0.01,0.42105263157894735,0.6666666666666666,0.5
102,102,0,0.6666666666666666,1,0.7916666666666666,0.3,0.4,0,0.8619686439308227,0.2916666666666667,0.875,0.354891956782713,0.498729199635544,0.29191579001378226,0.18181818181818182,0,0.00625,0.7368421052631579,0.6666666666666666,0.5
103,103,0,0.6666666666666666,1,0.8333333333333334,0.43333333333333335,0.509090909090909,1,0.6356877323420075,0.5972222222222222,0.5328947368421053,0.625,0.498729199635544,0.29191579001378226,0.36363636363636365,0,0.00625,0.3684210526315789,0.6666666666666666,0.5
104,104,0,0.6666666666666666,1,0.375,0.4666666666666667,0.5454545454545454,0,0.6518506545983513,0.5416666666666666,0.5855263157894737,0.8650960384153662,0.498729199635544,0.42047412656582484,0.5454545454545454,0,0.01625,0.7368421052631579,0.6666666666666666,0.5
105,105,0,0.6666666666666666,0,0.5416666666666666,0.3,0.2909090909090909,1,0.5063843542912558,0.7638888888888888,0.48026315789473684,0.8050720288115246,0.1918189229367477,0.2645907298322328,0.36363636363636365,0,0.0075,0.3684210526315789,0.6666666666666666,0.5
106,106,0,0.6666666666666666,0,0.7083333333333334,0.8,0.6545454545454545,1,0.5710360433166316,0.5138888888888888,0.6644736842105263,0.745048019207683,0.6521843379849422,0.38806944430587764,0.45454545454545453,0,0.0075,0.42105263157894735,0.6666666666666666,0.5
